Sample Number,PolicyStartDate,AMI_monthly_premium,AMI_yearly_premium,AMI_agreed_value_minimum,AMI_agreed_value_maximum,AMI_Error_code,AMI_selected_car_variant,AMI_selected_address,AMI_agreed_value,AMI_No_claims_bonus
10786,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10572,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10788,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11223,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10790,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10154,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10863,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10793,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11300,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10795,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10796,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11550,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10214,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10712,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10800,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10372,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10802,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11217,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10804,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10805,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10806,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10220,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11201,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10149,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10109,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10811,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10198,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11760,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10814,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10815,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10053,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10817,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11843,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10819,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10820,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10363,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10822,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10823,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10824,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10825,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10826,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10827,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10828,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10829,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11811,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10831,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10476,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10110,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10326,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11883,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11722,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10837,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10838,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11032,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10810,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11062,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10842,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10843,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10844,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11263,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10846,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10847,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11551,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10293,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10850,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10216,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10501,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11944,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11116,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10855,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11018,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10857,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10223,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10859,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10752,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10382,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10342,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10608,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10864,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10865,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10866,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11284,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10871,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10869,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10870,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11982,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10872,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10873,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10874,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10875,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10876,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10877,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10878,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10879,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10880,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10881,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10882,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10852,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10884,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10885,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10886,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10606,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11938,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10889,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10890,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10891,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10892,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10893,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10894,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10477,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10384,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10897,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10898,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10899,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10900,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10901,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10902,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10903,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10904,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10905,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10906,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10907,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10266,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10909,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10910,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10447,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10912,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10913,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10914,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11177,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10916,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11707,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11390,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10919,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10920,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10921,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10922,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11696,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10924,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10925,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10926,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10927,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11515,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10929,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10930,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11057,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10932,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10933,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11833,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10935,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10936,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10937,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10938,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10939,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10940,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10941,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10942,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10943,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10944,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11792,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11141,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10947,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10310,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11162,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10950,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10951,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10952,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10953,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10954,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10955,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10956,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11270,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10908,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10990,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10860,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10961,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10962,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10963,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10964,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11789,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10378,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10967,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10968,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10969,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10970,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10971,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11290,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10973,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10974,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10975,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11349,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10977,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10978,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10979,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10980,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10981,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10982,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11837,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10733,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10985,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10986,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11770,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10988,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10626,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11025,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10983,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10992,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11671,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10994,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10995,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10996,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10997,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10998,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10999,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11000,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11214,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11002,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11003,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10294,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11005,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11908,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11007,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11008,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11009,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11010,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11011,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11012,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10991,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11014,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11015,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11016,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10056,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10460,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11019,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11020,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11021,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11022,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11023,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11165,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11068,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11026,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11027,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11028,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11625,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11183,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11336,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10787,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11033,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11034,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10267,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11036,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11118,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11017,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11039,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10642,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10853,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11042,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11043,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11044,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10778,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11046,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10835,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11048,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11049,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11050,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11051,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11052,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11053,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11054,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11055,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11085,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10358,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11058,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11059,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11060,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10188,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10987,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11063,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11091,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11065,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11066,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11067,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11106,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11069,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11070,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11071,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11072,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11073,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11074,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11393,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11076,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11077,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11078,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11079,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10839,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11081,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10155,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11083,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11084,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10715,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11086,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11941,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11088,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11089,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10632,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10344,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11092,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11093,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11094,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10651,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11096,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10250,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10665,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11099,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11100,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11101,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11102,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11103,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11104,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11807,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11061,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11107,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11108,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10768,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11110,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11111,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11112,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11113,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11114,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11115,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11567,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11117,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10069,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11119,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11917,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11121,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11122,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11123,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11344,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11125,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11126,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11127,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11128,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11129,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11130,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11131,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11132,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11133,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11134,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11135,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11136,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11137,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11138,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11139,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11591,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11665,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11142,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11143,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11144,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11145,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11885,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11147,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11148,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11149,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11150,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10731,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11152,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11153,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11154,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11155,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11156,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11157,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11158,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10313,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11160,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11161,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10851,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11163,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11164,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11645,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11166,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10462,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11168,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11169,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11170,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11171,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11635,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11173,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11174,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11175,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11176,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10703,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11178,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11080,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11479,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11181,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11182,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10946,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11849,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11895,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11186,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11187,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11188,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11189,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11190,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
